City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
291,ebaye,8.7748,167.7392,28.01,89,40,6.17,MH,1703920775
292,mahina,-17.5065,-149.489,27.87,83,20,2.06,PF,1703920776
293,wotho,10.1657,166.0102,27.61,84,100,7.86,MH,1703920777
294,vel'sk,61.0701,42.0983,-24.85,100,100,0.89,RU,1703920777
295,igarka,67.4667,86.5833,-11.67,94,100,5.88,RU,1703920778
296,gizo,-8.103,156.8419,29.51,72,26,0.65,SB,1703920778
297,vyazemskiy,47.5378,134.7525,-19.1,99,100,0.97,RU,1703920779
298,la passe,45.5549,-0.8967,6.13,95,92,3.64,FR,1703920779
299,monrovia,6.3005,-10.7969,24.03,95,80,2.75,LR,1703920780
300,saynshand,44.8824,110.1163,-8.42,89,10,2.28,MN,1703920781
301,sao gabriel,-30.3364,-54.32,14.31,86,0,4.29,BR,1703920781
302,arkalyk,50.2486,66.9114,-4.01,95,100,11.56,KZ,1703920782
303,chernyshevskiy,63.0128,112.4714,-31.46,99,91,1.21,RU,1703920782
304,jiuquan,39.7432,98.5174,2.84,23,23,3.88,CN,1703920783
305,wuxi,31.5689,120.2886,12.45,73,57,3.92,CN,1703920567
306,shimoda,34.6667,138.95,14.2,59,100,3.65,JP,1703920784
307,veraval,20.9,70.3667,27.67,40,3,1.72,IN,1703920784
308,trubchevsk,52.5798,33.7644,3.77,94,100,4.69,RU,1703920785
309,neiafu,-18.65,-173.9833,26.46,76,93,8.49,TO,1703920785
310,kaa-khem,51.6833,94.7333,-13.11,94,100,0.72,RU,1703920787
311,cidreira,-30.1811,-50.2056,18.39,75,36,4.93,BR,1703920787
312,esquina,-30.0144,-59.5272,17.56,71,5,3.93,AR,1703920788
313,mount pearl,47.5166,-52.7813,0.64,96,100,8.23,CA,1703920789
314,san andres,12.5847,-81.7006,27.01,83,20,2.57,CO,1703920789
315,hue,16.4667,107.6,23.06,94,75,2.57,VN,1703920491
316,el bauga,18.262,33.9081,20.43,36,0,5.18,SD,1703920790
317,turkeli,41.9476,34.3386,11.92,54,100,1.44,TR,1703920790
318,norilsk,69.3535,88.2027,-20.02,94,100,1.52,RU,1703920791
319,kuanda,56.3161,116.0806,-23.0,99,31,0.18,RU,1703920791
320,marlin,31.3063,-96.898,4.53,57,0,2.35,US,1703920792
321,al ghayzah,16.2079,52.176,25.47,62,49,1.2,YE,1703920792
322,guerrero negro,27.9769,-114.0611,16.95,79,100,3.67,MX,1703920793
323,walterboro,32.9052,-80.6668,3.86,87,100,3.09,US,1703920793
324,fukuecho,32.6881,128.8419,14.2,77,75,0.0,JP,1703920651
325,kaohsiung,22.6163,120.3133,23.97,57,75,4.12,TW,1703920083
326,tuyen quang,21.8233,105.2181,26.41,54,17,1.37,VN,1703920505
327,hassi messaoud,31.6804,6.0729,4.92,100,29,1.03,DZ,1703920794
328,polyarnyy,69.1989,33.4478,-12.78,97,97,1.35,RU,1703920795
329,holualoa,19.6228,-155.9522,22.1,87,100,2.57,US,1703920796
330,kudahuvadhoo,2.6708,72.8944,26.83,77,100,1.52,MV,1703920796
331,fuling,29.7022,107.3919,15.6,61,0,1.71,CN,1703920797
332,prince albert,53.2001,-105.7677,-14.03,92,0,4.63,CA,1703920797
333,kintampo,8.0563,-1.7306,21.87,25,0,0.69,GH,1703920797
334,hilo,19.7297,-155.09,20.85,99,100,2.06,US,1703920798
335,ketchikan,55.3422,-131.6461,11.99,87,100,7.72,US,1703920798
336,berezovyy,51.6667,135.7,-22.69,94,2,0.09,RU,1703920799
337,dhidhdhoo,6.8833,73.1,27.6,78,72,5.86,MV,1703920800
338,happy valley-goose bay,53.3168,-60.3315,-8.83,86,100,0.0,CA,1703920800
339,asau,46.4333,26.4,-2.49,82,93,2.5,RO,1703920801
340,longavi,-35.9667,-71.6833,14.7,75,6,2.76,CL,1703920801
341,manay,7.215,126.5397,28.94,73,48,2.16,PH,1703920802
342,cambria,35.5641,-121.0808,14.3,99,100,1.79,US,1703920803
343,cabo san lucas,22.8909,-109.9124,19.86,68,0,1.63,MX,1703920803
344,usogorsk,63.4106,48.6872,-18.52,99,100,1.7,RU,1703920804
345,puyang chengguanzhen,35.7028,115.0053,7.56,65,0,3.64,CN,1703920804
346,whakatane,-37.9585,176.9854,23.27,94,2,1.34,NZ,1703920805
347,chibougamau,49.9168,-74.3659,-10.21,85,100,3.6,CA,1703920805
348,malakanagiri,18.35,81.9,30.33,33,9,1.17,IN,1703920805
349,son la,21.3167,103.9,26.48,39,28,0.78,VN,1703920520
350,new norfolk,-42.7826,147.0587,17.18,50,86,4.24,AU,1703920806
351,murraysville,34.2957,-77.8475,4.98,77,0,4.63,US,1703920806
352,bandar,2.05,99.75,26.01,93,100,1.1,ID,1703920808
353,rocha,-34.4833,-54.3333,12.73,61,3,3.73,UY,1703920808
354,cumberland,35.0502,-78.8664,3.28,79,0,3.09,US,1703920394
355,new plymouth,-39.0667,174.0833,19.89,95,100,3.25,NZ,1703920572
356,carnarvon,-24.8667,113.6333,25.28,65,77,7.1,AU,1703920809
357,kourou,5.1552,-52.6478,25.03,91,75,2.7,GF,1703920810
358,haiku-pauwela,20.9219,-156.3051,21.69,80,20,5.14,US,1703920810
359,mizdah,31.4451,12.9801,8.44,62,8,1.73,LY,1703920810
360,ambagarh chauki,20.7833,80.7167,28.13,31,0,1.68,IN,1703920811
361,puerto baquerizo moreno,-0.9,-89.6,23.71,89,63,2.9,EC,1703920811
362,mirnyy,62.5353,113.9611,-28.94,98,100,1.47,RU,1703920812
363,newman,37.3138,-121.0208,13.49,91,100,2.24,US,1703920812
364,pisco,-13.7,-76.2167,21.03,88,0,4.63,PE,1703920813
365,chimoio,-19.1164,33.4833,18.76,98,100,2.66,MZ,1703920814
366,maumelle,34.8668,-92.4043,1.82,85,0,1.85,US,1703920814
367,nguigmi,14.2495,13.1092,18.19,27,0,5.28,NE,1703920814
368,custodia,-8.0875,-37.6431,22.81,71,12,2.38,BR,1703920815
369,prince rupert,54.3161,-130.3201,11.05,88,100,9.77,CA,1703920815
370,silver city,32.7701,-108.2803,4.24,32,0,5.14,US,1703920816
371,gadzhiyevo,69.2551,33.3362,-13.27,98,99,1.41,RU,1703920816
372,nadym,65.5333,72.5167,-11.84,94,100,10.59,RU,1703920817
373,bhinga,27.7167,81.9333,22.78,44,1,1.49,IN,1703920817
374,bandar lampung,-5.4254,105.258,30.46,68,100,1.29,ID,1703920788
375,lockwood,45.8191,-108.4149,4.03,63,20,9.26,US,1703920818
376,maraba,-5.3686,-49.1178,26.1,83,0,1.54,BR,1703920760
377,blacksburg,37.2296,-80.4139,1.55,82,100,2.24,US,1703920819
378,caussade,44.1608,1.5391,9.05,94,100,1.47,FR,1703920819
379,crane,31.3974,-102.3501,7.92,30,0,3.17,US,1703920820
380,jiazi,22.8779,116.067,23.01,55,64,3.12,CN,1703920820
381,mata-utu,-13.2816,-176.1745,27.81,81,100,5.37,WF,1703920820
382,arar,30.9753,41.0381,12.01,94,75,3.09,SA,1703920821
383,coronel dorrego,-38.7187,-61.2873,11.55,66,0,2.13,AR,1703920629
384,yemetsk,63.4721,41.7941,-24.36,100,92,1.31,RU,1703920821
385,tatsinskiy,48.1968,41.2756,3.86,90,56,4.63,RU,1703920822
386,paita,-5.0892,-81.1144,22.67,78,100,3.27,PE,1703920823
387,kapa'a,22.0752,-159.319,22.18,85,100,3.6,US,1703920823
388,kili,5.6439,169.1211,28.31,81,100,6.72,MH,1703920823
389,qorovulbozor,39.5006,64.7936,3.84,34,3,2.16,UZ,1703920824
390,island harbour,50.724,-1.2758,11.04,90,100,3.13,GB,1703920824
391,sao felix do xingu,-6.6447,-51.995,22.23,99,96,0.59,BR,1703920825
392,petoskey,45.3733,-84.9553,0.17,91,100,1.54,US,1703920825
393,lata,40.1629,-8.3327,10.6,75,88,1.47,PT,1703920825
394,mancio lima,-7.6142,-72.8958,22.65,98,100,0.87,BR,1703920826
395,mili,6.0815,171.735,28.14,83,100,7.89,MH,1703920827
396,vila franca do campo,37.7167,-25.4333,16.23,79,100,2.41,PT,1703920827
397,federal,-30.9547,-58.7833,16.12,62,5,6.1,AR,1703920827
398,codrington,-38.2667,141.9667,15.7,58,16,6.3,AU,1703920828
399,wynyard,-41.0,145.7167,16.73,41,5,5.77,AU,1703920828
400,petrolina de goias,-16.095,-49.3381,22.61,93,100,0.54,BR,1703920829
401,mayya,61.7333,130.2811,-45.38,100,95,0.93,RU,1703920830
402,ust'-uda,54.1742,103.0304,-7.15,94,100,1.71,RU,1703920830
403,vorkuta,67.5,64.0,-19.89,86,94,7.67,RU,1703920727
404,al hawatah,13.4167,34.6333,25.91,21,4,3.89,SD,1703920831
405,rio brilhante,-21.8019,-54.5464,23.13,87,100,1.82,BR,1703920831
406,arkhangel'sk,64.5401,40.5433,-19.94,76,75,1.0,RU,1703920831
407,kingscliff,-28.2667,153.5667,25.89,65,98,6.69,AU,1703920832
408,sao vicente,-23.9631,-46.3919,28.1,26,88,0.89,BR,1703920832
409,daly city,37.7058,-122.4619,12.62,95,100,4.02,US,1703920833
410,ofunato,39.0717,141.7167,5.73,73,100,2.66,JP,1703920805
411,amahai,-3.3333,128.9167,29.57,72,100,2.34,ID,1703920745
412,nadi,-17.8,177.4167,29.0,74,40,2.57,FJ,1703920834
413,kloulklubed,7.0419,134.2556,30.28,79,100,5.79,PW,1703920835
414,saudarkrokur,65.7461,-19.6394,-12.69,94,86,2.73,IS,1703920835
415,argostolion,38.1811,20.489,13.04,65,75,0.0,GR,1703920836
416,itabirito,-20.2533,-43.8014,23.54,84,99,1.11,BR,1703920836
417,sinjai,-5.1241,120.253,31.38,64,100,3.62,ID,1703920837
418,at taj,24.2049,23.2857,13.14,55,0,2.8,LY,1703920837
419,konkwesso,10.8469,4.0984,19.24,24,5,2.0,NG,1703920838
420,vorgashor,67.5833,63.95,-20.31,86,96,8.39,RU,1703920838
421,mitu,1.1983,-70.1733,22.43,99,100,0.6,CO,1703920839
422,lompoc,34.6391,-120.4579,16.55,82,100,4.12,US,1703920839
423,lospalos,-8.5186,127.0025,29.09,65,100,4.17,TL,1703920839
424,kill devil hills,36.0307,-75.676,7.01,75,75,5.66,US,1703920840
425,miramar beach,30.3744,-86.3586,9.01,73,0,2.06,US,1703920840
426,dunedin,-45.8742,170.5036,12.67,91,100,1.79,NZ,1703920805
427,carranglan,15.9613,121.0641,30.37,58,100,1.41,PH,1703920841
428,mawu,29.5923,107.3139,13.99,62,0,1.8,CN,1703920842
429,essex,40.7834,-74.2163,7.69,75,75,5.66,US,1703920842
430,nova sintra,14.8667,-24.7167,22.67,71,75,2.61,CV,1703920843
431,fort bragg,35.139,-79.006,2.91,80,0,3.09,US,1703920843
432,uruacu,-14.5247,-49.1408,22.79,86,100,0.36,BR,1703920844
433,sittwe,20.15,92.9,25.18,63,24,2.73,MM,1703920844
434,san pablo villa de mitla,16.9167,-96.4,13.49,82,100,1.99,MX,1703920845
435,bondo,3.8146,23.6866,27.76,31,29,1.63,CD,1703920845
436,kontcha,7.9667,12.2333,22.95,28,3,0.59,CM,1703920846
437,bowen,-20.0167,148.2333,29.65,69,0,6.5,AU,1703920847
438,maquoketa,42.0689,-90.6657,-2.27,90,12,1.94,US,1703920847
439,qulsary,46.9531,54.0198,3.11,81,100,6.3,KZ,1703920848
440,camana,-16.6228,-72.7111,21.59,86,100,2.36,PE,1703920848
441,retreat,38.8245,-85.8533,2.5,96,100,0.45,US,1703920849
442,mil'kovo,55.6078,37.7956,3.57,94,100,7.02,RU,1703920850
443,keelung,25.1283,121.7419,22.94,83,82,1.29,TW,1703920552
444,kayangel,8.0823,134.7173,28.73,80,99,7.06,PW,1703920851
445,new ipswich,42.7481,-71.8542,5.7,95,100,1.34,US,1703920852
446,qamdo,31.1667,97.2333,-3.76,13,0,0.69,CN,1703920852
447,richards bay,-28.783,32.0377,25.3,62,53,3.56,ZA,1703920798
448,milford haven,51.7128,-5.0341,10.81,90,100,11.37,GB,1703920853
449,datu piang,7.0283,124.5025,33.5,52,89,2.58,PH,1703920853
450,leon,21.1167,-101.6667,9.05,74,48,1.97,MX,1703920854
451,puerto princesa,9.7392,118.7353,31.99,70,20,7.2,PH,1703920667
452,vila do maio,15.1333,-23.2167,24.44,76,19,4.85,CV,1703920854
453,quesada,10.3238,-84.4271,22.73,97,100,0.26,CR,1703920855
454,dryden,49.7833,-92.7503,-3.84,100,100,0.0,CA,1703920855
455,kanniyakumari,8.0833,77.5667,28.38,72,99,11.15,IN,1703920856
456,mejit,10.2753,170.8646,27.05,85,93,9.24,MH,1703920856
457,zyryanskoye,56.8306,86.6258,-5.11,84,100,8.9,RU,1703920856
458,cole harbour,44.6724,-63.4751,0.71,95,100,4.02,CA,1703920800
459,dali,25.7,100.1833,14.97,38,20,1.54,CN,1703920857
460,naze,28.3667,129.4833,19.51,85,99,9.75,JP,1703920858
461,vernon,50.2581,-119.2691,1.83,90,91,0.51,CA,1703920858
462,kyabe,9.4515,18.9449,26.2,23,8,2.95,TD,1703920859
463,huntsville,34.7304,-86.5861,2.7,92,100,2.68,US,1703920859
464,paidha,2.4167,30.9855,23.91,50,67,2.94,UG,1703920860
465,balkanabat,39.5108,54.3671,11.63,30,5,2.17,TM,1703920860
466,mothihari,26.65,84.9167,23.77,38,2,2.45,IN,1703920860
467,el kala,36.8956,8.4433,8.23,63,100,1.03,DZ,1703920861
468,turan,16.0678,108.2208,23.99,88,75,2.57,VN,1703920614
469,healesville,-37.65,145.5167,18.63,64,56,2.68,AU,1703920596
470,al kharj,24.155,47.3346,19.32,53,100,4.64,SA,1703920862
471,lander,42.833,-108.7307,-9.12,85,0,0.0,US,1703920862
472,cedeira,43.6797,-8.0209,8.48,83,99,7.11,ES,1703920863
473,spring creek,40.7266,-115.5859,2.94,59,100,1.79,US,1703920863
474,vilyuysk,63.7553,121.6247,-43.89,99,79,0.89,RU,1703920864
475,i-n-salah,27.1935,2.4607,11.56,46,0,4.85,DZ,1703920864
476,vila velha,-20.3297,-40.2925,24.97,92,0,2.57,BR,1703920865
477,chabahar,25.2919,60.643,23.74,59,0,0.5,IR,1703920865
478,pleasant hill,37.948,-122.0608,13.29,94,100,1.34,US,1703920865
479,antonio enes,-16.2325,39.9086,31.1,66,100,3.11,MZ,1703920852
480,ishigaki,24.3448,124.1572,25.07,88,75,3.6,JP,1703920837
481,ashburton,-37.8626,145.0794,18.85,66,26,2.24,AU,1703920866
482,san fernando de apure,7.8878,-67.4724,26.13,65,98,2.68,VE,1703920867
483,maymana,35.9214,64.7836,5.33,67,29,2.95,AF,1703920867
484,coquimbo,-29.9533,-71.3436,16.85,82,75,0.51,CL,1703920725
485,rouissat,31.9243,5.3502,5.04,100,61,1.54,DZ,1703920868
486,perleberg,53.0667,11.8667,6.59,84,67,7.5,DE,1703920868
487,sungailiat,-1.85,106.1333,29.5,71,37,3.23,ID,1703920869
488,den helder,52.9599,4.7593,7.99,78,75,9.26,NL,1703920869
489,malanje,-9.5402,16.341,18.51,90,100,2.51,AO,1703920870
490,novodvinsk,64.4165,40.8122,-20.14,100,100,1.15,RU,1703920871
491,sur,22.5667,59.5289,24.41,66,1,4.33,OM,1703920871
492,frontera,26.9333,-101.45,9.07,58,0,0.89,MX,1703920872
493,greymouth,-42.4667,171.2,16.0,79,100,1.81,NZ,1703920872
494,lamu,-2.2717,40.902,30.12,79,100,4.88,KE,1703920873
495,lorengau,-2.0226,147.2712,28.6,79,100,1.55,PG,1703920873
496,amungan,15.3652,119.9582,29.23,69,100,4.57,PH,1703920874
497,hobyo,5.3505,48.5268,27.55,65,76,9.4,SO,1703920874
498,adrar,20.5022,-10.0711,12.22,18,9,4.23,MR,1703920875
499,fethiye,36.6217,29.1164,8.93,67,100,1.88,TR,1703920876
500,inda silase,14.1031,38.2829,20.73,38,6,1.29,ET,1703920877
501,shenjiamen,29.9576,122.298,13.34,71,9,3.3,CN,1703920877
502,saint-francois,46.4154,3.9054,4.25,99,40,2.57,FR,1703920877
503,murun-kuren,49.6342,100.1625,-10.85,76,33,0.83,MN,1703920878
504,santa barbara,34.7333,-120.0343,12.78,73,100,3.91,US,1703920878
505,ola,59.5833,151.2833,-26.26,82,91,4.65,RU,1703920879
506,sarina,-21.4333,149.2167,34.04,43,0,6.7,AU,1703920879
507,kwekwe,-18.9281,29.8149,18.58,82,80,4.6,ZW,1703920879
508,eustaquio lopez,10.8225,123.0411,30.17,69,95,4.56,PH,1703920880
509,kindu,-2.95,25.95,21.91,97,100,0.6,CD,1703920880
510,korla,41.7597,86.1469,0.05,52,100,0.98,CN,1703920881
511,tosontsengel,48.7567,98.2839,-12.05,70,100,1.16,MN,1703920881
512,hassleholm,56.1591,13.7664,4.75,92,96,3.98,SE,1703920882
513,tromso,69.6496,18.957,-4.99,58,0,7.2,NO,1703920882
514,penzance,50.1186,-5.5371,11.38,87,100,13.59,GB,1703920883
515,phongsali,21.6833,102.1058,20.72,42,86,1.05,LA,1703920883
516,nantucket,41.2835,-70.0995,8.06,100,0,4.12,US,1703920884
517,bijie,27.3125,105.2942,14.9,50,0,2.05,CN,1703920884
518,sakakah,29.9697,40.2064,12.76,76,100,4.28,SA,1703920885
519,brookings,44.3114,-96.7984,-0.35,93,0,1.79,US,1703920885
520,hoemul-li,41.4339,129.67,0.64,92,100,1.96,KP,1703920886
521,remigio,-6.9333,-35.7833,20.6,92,63,1.26,BR,1703920887
522,natal,-5.795,-35.2094,24.12,94,40,2.06,BR,1703920887
523,buncrana,55.1333,-7.45,4.87,87,100,9.44,IE,1703920888
524,pestravka,52.405,49.9583,0.9,98,100,5.12,RU,1703920888
525,nanzhang chengguanzhen,31.7839,111.8275,16.05,56,0,2.08,CN,1703920889
526,chios,38.3678,26.1358,10.92,87,20,1.54,GR,1703920889
527,nuku'alofa,-21.1333,-175.2,25.59,79,100,7.91,TO,1703920890
528,palikir - national government center,6.9248,158.1611,30.47,74,100,2.57,FM,1703920890
529,quimili,-27.6333,-62.4167,21.33,78,100,2.83,AR,1703920891
530,acatenango,14.5519,-90.9422,16.44,89,79,2.3,GT,1703920891
531,chul'man,56.8479,124.9104,-36.16,100,29,0.52,RU,1703920892
532,novyye burasy,52.1324,46.0714,0.92,98,100,6.47,RU,1703920893
533,opuwo,-18.0607,13.84,22.51,43,4,1.72,NA,1703920810
534,puerto san jose,13.9256,-90.8244,23.62,86,98,1.91,GT,1703920893
535,liuli,-11.0833,34.6333,27.8,67,100,2.72,TZ,1703920894
536,nicoya,10.1483,-85.452,23.5,92,100,0.61,CR,1703920894
537,aba,5.1066,7.3667,22.79,81,1,1.59,NG,1703920895
538,murzuq,25.9155,13.9184,10.37,48,0,1.95,LY,1703920895
539,aylmer,42.7668,-80.983,2.03,78,95,3.93,CA,1703920896
540,tobelo,1.7284,128.0095,29.2,75,50,3.53,ID,1703920896
541,cooper's town,26.8667,-77.5167,19.72,73,100,6.04,BS,1703920897
542,san pedro pochutla,15.7333,-96.4667,21.55,81,0,1.68,MX,1703920897
543,kostomuksha,64.571,30.5767,-13.99,98,99,2.38,RU,1703920898
544,duong dong,10.2167,103.9667,31.0,62,0,4.63,VN,1703920804
545,sheridan,44.8333,-106.9173,4.06,74,40,1.54,US,1703920899
546,socorro,31.6546,-106.3033,10.27,35,0,2.57,US,1703920882
547,selfoss,63.9331,-20.9971,-4.98,89,100,3.13,IS,1703920899
548,kuta,-8.7233,115.1723,32.97,66,20,4.12,ID,1703920871
549,fujin,47.26,132.0322,-17.45,93,100,0.95,CN,1703920900
550,gogrial,8.5332,28.1004,26.57,21,0,4.22,SS,1703920900
551,mumford,5.2618,-0.759,26.5,78,5,0.43,GH,1703920901
552,baiti,13.745,-14.7482,22.74,15,5,4.43,SN,1703920901
553,jayapura,-2.5333,140.7,30.66,74,100,2.74,ID,1703920902
554,palmer,42.1584,-72.3287,6.75,90,100,2.96,US,1703920902
555,sarkad,46.75,21.3833,5.31,92,100,3.95,HU,1703920903
556,selkirk,50.1436,-96.8845,-4.91,93,100,4.66,CA,1703920903
557,lebanon,36.2081,-86.2911,3.49,90,100,2.57,US,1703920904
558,sola,-13.8833,167.55,28.16,77,100,5.54,VU,1703920904
559,le port,-20.9373,55.2919,31.0,85,100,2.31,RE,1703920905
560,thunder bay,48.4001,-89.3168,-2.01,93,100,1.54,CA,1703920905
561,namtsy,62.7161,129.6658,-46.96,100,100,0.52,RU,1703920906
562,cadereyta,25.5833,-99.9833,8.4,59,0,1.37,MX,1703920906
563,datong,40.0936,113.2914,-3.01,66,91,4.39,CN,1703920907
564,kaifeng,34.7911,114.3483,12.0,34,0,8.14,CN,1703920907
565,mezhdurechenskiy,59.6,65.9333,-6.3,94,100,6.93,RU,1703920908
566,margate,51.3813,1.3862,9.39,82,100,0.89,GB,1703920908
567,fortuna,40.5982,-124.1573,13.14,95,100,7.2,US,1703920872
568,boguchany,58.3814,97.4531,-2.86,92,51,4.47,RU,1703920909
569,malinyi,-8.9333,36.1333,27.23,80,100,0.73,TZ,1703920910
570,villa gesell,-37.2639,-56.973,11.1,76,5,6.4,AR,1703920910
571,talara,-4.5772,-81.2719,22.55,81,100,4.09,PE,1703920910
572,okhotsk,59.3833,143.3,-28.03,84,35,5.95,RU,1703920911
573,irymple,-34.25,142.1667,26.16,36,0,0.45,AU,1703920911
574,ilha solteira,-20.4328,-51.3425,25.74,60,97,0.96,BR,1703920912
575,egilsstadir,65.2653,-14.3948,-8.05,93,100,1.54,IS,1703920912
576,gaigeturi,33.4644,126.3183,14.03,67,50,1.03,KR,1703920913
577,gorontalo,0.5412,123.0595,30.94,67,83,1.44,ID,1703920913
578,kirensk,57.7853,108.1119,-14.35,98,96,0.49,RU,1703920914
579,kingston,17.997,-76.7936,26.53,83,20,2.57,JM,1703920914
580,diego de almagro,-26.3667,-70.05,18.53,43,91,0.76,CL,1703920915
581,pandan,14.0453,124.1694,27.44,87,100,5.36,PH,1703920915
582,gundlupet,11.8,76.6833,26.52,54,97,4.44,IN,1703920916
583,kalmunai,7.4167,81.8167,28.22,76,94,6.63,LK,1703920916
584,gamboma,-1.8764,15.8644,25.67,72,100,1.53,CG,1703920916
